Terms,http://www.xe.com/legal/dfs.php,Privacy,http://www.xe.com/privacy.php
from,amount,timestamp,quotecurrency,mid
USD,10000.0,2018-07-02T00:00:00Z,ILS,36584.2067466882
USD,10000.0,2018-07-02T00:00:00Z,GHS,47868.076671
USD,10000.0,2018-07-02T00:00:00Z,GYD,2094576.340724
USD,10000.0,2018-07-02T00:00:00Z,KPW,9000450.819002
USD,10000.0,2018-07-02T00:00:00Z,BOB,69103.46171
USD,10000.0,2018-07-02T00:00:00Z,MDL,168833.953578
USD,10000.0,2018-07-02T00:00:00Z,AMD,4821017.75182
USD,10000.0,2018-07-02T00:00:00Z,TRY,45980.6442640098
USD,10000.0,2018-07-02T00:00:00Z,LBP,1.5075E7
USD,10000.0,2018-07-02T00:00:00Z,JOD,7090.0
USD,10000.0,2018-07-02T00:00:00Z,HKD,78471.7443548477
USD,10000.0,2018-07-02T00:00:00Z,EUR,8562.9878340466
USD,10000.0,2018-07-02T00:00:00Z,LSL,137239.7402973404
USD,10000.0,2018-07-02T00:00:00Z,CAD,13148.7088221702
USD,10000.0,2018-07-02T00:00:00Z,EUR,8562.9878340466
USD,10000.0,2018-07-02T00:00:00Z,MUR,347257.98061
USD,10000.0,2018-07-02T00:00:00Z,IMP,7571.665179454
USD,10000.0,2018-07-02T00:00:00Z,RON,39920.957631778
USD,10000.0,2018-07-02T00:00:00Z,GIP,7571.665179454
USD,10000.0,2018-07-02T00:00:00Z,RON,39920.957631778
USD,10000.0,2018-07-02T00:00:00Z,NGN,3610943.9432739997
USD,10000.0,2018-07-02T00:00:00Z,CRC,5675923.529896
USD,10000.0,2018-07-02T00:00:00Z,PKR,1217332.295633
USD,10000.0,2018-07-02T00:00:00Z,ANG,17959.261449
USD,10000.0,2018-07-02T00:00:00Z,SRD,74649.526063
USD,10000.0,2018-07-02T00:00:00Z,EUR,8562.9878340466
USD,10000.0,2018-07-02T00:00:00Z,SAR,37500.0
USD,10000.0,2018-07-02T00:00:00Z,TTD,67215.347817
USD,10000.0,2018-07-02T00:00:00Z,MVR,154517.293445
USD,10000.0,2018-07-02T00:00:00Z,SRD,74649.526063
USD,10000.0,2018-07-02T00:00:00Z,INR,684529.091017
USD,10000.0,2018-07-02T00:00:00Z,KRW,1.1153640300983725E7
USD,10000.0,2018-07-02T00:00:00Z,JPY,1107227.3994737985
USD,10000.0,2018-07-02T00:00:00Z,AOA,2484420.799902
USD,10000.0,2018-07-02T00:00:00Z,PLN,37376.0908057682
USD,10000.0,2018-07-02T00:00:00Z,SBD,78624.875757
USD,10000.0,2018-07-02T00:00:00Z,EUR,8562.9878340466
USD,10000.0,2018-07-02T00:00:00Z,MWK,7267090.563524
USD,10000.0,2018-07-02T00:00:00Z,MGA,3.3083768826955E7
USD,10000.0,2018-07-02T00:00:00Z,EUR,8562.9878340466
USD,10000.0,2018-07-02T00:00:00Z,EUR,8562.9878340466
USD,10000.0,2018-07-02T00:00:00Z,MGA,3.3083768826955E7
USD,10000.0,2018-07-02T00:00:00Z,BAM,16747.7484954633
USD,10000.0,2018-07-02T00:00:00Z,EGP,178771.4460544
USD,10000.0,2018-07-02T00:00:00Z,NIO,315099.304745
USD,10000.0,2018-07-02T00:00:00Z,NZD,14755.9115524154
USD,10000.0,2018-07-02T00:00:00Z,BRL,38757.978816
